Age,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
33,Non-Travel,Sales,21,4,Other,4,Female,4,Laboratory Technician,3,Divorced,19316,2,No,16,1,4,1,39,5,3,27,13,5,8,No
29,Frequently,Research & Development,6,4,Medical,1,Male,4,Human Resources,1,Single,2178,9,Yes,12,4,2,0,38,5,4,16,18,1,13,No
32,Non-Travel,Research & Development,8,3,Life Sciences,3,Male,2,Research Scientist,1,Single,1400,9,No,20,1,1,1,6,1,3,17,1,3,6,No
36,Frequently,Sales,6,3,Technical Degree,3,Female,5,Manager,4,Divorced,9728,7,No,12,2,3,2,28,3,3,6,3,14,14,No
33,Frequently,Research & Development,23,4,Medical,2,Female,4,Research Scientist,2,Single,11638,9,Yes,23,2,3,0,19,3,1,24,14,2,1,No
57,Rarely,Human Resources,10,2,Other,1,Female,4,Manager,2,Divorced,6518,0,No,24,4,2,1,7,0,1,25,11,1,16,No
27,Frequently,Human Resources,20,2,Marketing,4,Male,1,Manager,4,Divorced,18978,1,Yes,16,1,3,0,27,3,3,2,9,8,12,No
31,Frequently,Research & Development,16,3,Other,4,Female,1,Manager,2,Married,8296,0,No,11,2,4,0,38,2,3,15,2,2,8,No
28,Rarely,Human Resources,21,2,Medical,1,Female,1,Laboratory Technician,2,Divorced,10959,4,No,14,3,3,0,11,0,1,15,11,7,15,No
28,Non-Travel,Human Resources,22,3,Medical,1,Female,3,Human Resources,2,Divorced,1443,8,Yes,12,1,4,2,18,4,1,32,9,6,4,Yes
46,Non-Travel,Human Resources,26,1,Other,3,Female,5,Human Resources,4,Married,13695,7,No,18,2,1,1,24,3,4,25,13,7,9,No
33,Rarely,Human Resources,11,3,Medical,3,Female,2,Research Scientist,2,Divorced,2967,6,Yes,12,2,3,2,2,0,4,3,10,10,9,No
49,Rarely,Research & Development,17,1,Medical,1,Female,2,Research Scientist,2,Married,5522,7,No,19,3,4,2,26,3,4,6,19,2,14,Yes
42,Rarely,Sales,16,3,Marketing,3,Male,3,Sales Executive,3,Divorced,17424,1,No,19,2,1,0,10,3,2,20,0,12,7,No
23,Non-Travel,Research & Development,19,3,Medical,3,Male,4,Human Resources,3,Divorced,10907,9,No,24,3,2,1,23,0,2,3,19,1,3,Yes
52,Non-Travel,Human Resources,14,2,Medical,2,Male,3,Human Resources,2,Divorced,6385,0,Yes,15,2,1,1,15,4,2,14,4,12,13,Yes
54,Rarely,Human Resources,4,2,Technical Degree,4,Male,3,Laboratory Technician,3,Single,8121,1,Yes,16,1,2,2,2,4,3,33,10,2,10,Yes
50,Frequently,Sales,26,4,Medical,2,Female,1,Human Resources,4,Single,15685,7,Yes,10,1,2,0,17,2,3,8,8,9,13,No
22,Non-Travel,Sales,14,1,Marketing,4,Male,3,Laboratory Technician,3,Married,16935,1,Yes,23,1,1,1,27,1,2,3,2,3,19,No
45,Non-Travel,Human Resources,15,1,Technical Degree,1,Female,2,Laboratory Technician,3,Single,10054,3,Yes,21,4,3,1,28,0,1,22,16,0,5,No
30,Rarely,Human Resources,8,1,Technical Degree,1,Male,4,Human Resources,3,Married,3335,5,No,15,4,3,1,16,1,3,31,12,13,9,Yes
22,Rarely,Research & Development,27,4,Other,3,Female,4,Sales Executive,4,Single,18597,5,No,20,1,4,2,5,5,1,3,18,12,9,No
21,Rarely,Human Resources,21,1,Marketing,4,Female,4,Research Scientist,4,Married,9417,4,No,16,3,1,1,21,5,4,14,9,1,12,Yes
23,Non-Travel,Human Resources,14,3,Life Sciences,1,Female,2,Laboratory Technician,2,Divorced,7723,2,Yes,16,2,3,0,28,4,3,9,16,2,15,No
56,Non-Travel,Sales,28,4,Technical Degree,4,Male,2,Sales Executive,2,Married,2852,9,No,21,1,2,0,31,4,1,17,3,11,18,No
34,Frequently,Research & Development,10,4,Life Sciences,4,Male,5,Sales Executive,1,Divorced,17632,5,Yes,11,4,1,1,38,1,2,4,5,12,1,No
44,Non-Travel,Sales,27,4,Marketing,2,Male,4,Manager,2,Divorced,9308,0,Yes,24,4,3,1,27,1,3,20,1,8,11,Yes
32,Rarely,Research & Development,5,3,Life Sciences,2,Female,4,Human Resources,4,Divorced,9347,2,No,24,1,4,1,9,3,1,0,9,12,10,No
31,Frequently,Human Resources,18,3,Technical Degree,2,Male,4,Research Scientist,1,Married,4851,0,Yes,21,2,2,0,24,3,2,1,16,1,13,Yes
53,Non-Travel,Sales,1,3,Life Sciences,3,Female,2,Manager,4,Divorced,8975,1,No,12,3,3,1,18,2,3,24,1,14,19,No
41,Frequently,Research & Development,17,1,Medical,3,Male,5,Human Resources,4,Single,13478,8,No,24,2,2,0,33,5,3,34,19,7,12,No
39,Non-Travel,Research & Development,27,4,Other,2,Male,4,Research Scientist,3,Divorced,8931,0,Yes,18,4,1,2,26,1,1,26,7,14,17,No
39,Non-Travel,Research & Development,9,3,Life Sciences,1,Female,3,Human Resources,4,Single,6909,1,Yes,10,1,3,2,18,1,4,22,5,2,15,No
49,Rarely,Sales,25,1,Medical,1,Male,1,Research Scientist,3,Married,18335,9,No,16,3,4,0,38,0,4,28,18,1,10,Yes
49,Frequently,Sales,24,2,Life Sciences,2,Female,5,Manager,1,Married,5942,2,Yes,16,3,2,2,34,5,4,11,14,8,13,No
41,Rarely,Human Resources,24,3,Technical Degree,3,Male,5,Sales Executive,3,Single,2607,0,Yes,17,4,3,2,23,4,2,3,3,5,11,No
21,Rarely,Sales,1,2,Technical Degree,4,Male,1,Research Scientist,3,Married,18820,2,No,19,2,1,0,9,5,2,31,17,13,6,No
32,Frequently,Sales,13,1,Marketing,3,Male,5,Laboratory Technician,3,Divorced,9818,6,No,12,4,1,0,39,2,4,17,5,0,16,No
55,Frequently,Human Resources,3,2,Life Sciences,1,Female,1,Sales Executive,1,Divorced,9700,7,No,23,4,2,2,1,2,4,0,12,13,15,No
44,Frequently,Human Resources,13,4,Technical Degree,1,Female,5,Manager,3,Divorced,1472,5,Yes,19,1,1,1,26,2,3,6,14,2,4,Yes
21,Frequently,Research & Development,27,1,Marketing,3,Female,5,Sales Executive,2,Married,5923,7,No,11,4,1,1,14,4,1,14,17,2,3,No
52,Frequently,Sales,23,2,Marketing,4,Male,5,Laboratory Technician,2,Single,1160,6,No,15,2,4,2,32,2,1,21,11,7,2,Yes
50,Rarely,Sales,28,4,Life Sciences,2,Male,1,Human Resources,3,Divorced,5150,2,No,17,3,1,1,23,2,4,19,13,9,10,No
42,Frequently,Human Resources,22,4,Technical Degree,2,Female,4,Human Resources,2,Married,18084,5,Yes,14,4,4,0,16,5,1,14,14,13,6,No
51,Frequently,Human Resources,23,1,Marketing,1,Female,3,Sales Executive,1,Divorced,15801,3,No,15,2,1,1,37,5,1,0,17,3,11,No
33,Frequently,Sales,26,1,Medical,1,Female,5,Human Resources,1,Married,15227,4,Yes,15,2,4,0,35,1,3,0,11,4,15,Yes
49,Rarely,Human Resources,6,2,Other,2,Male,1,Research Scientist,4,Divorced,18878,8,Yes,10,4,4,1,24,1,1,24,8,3,9,No
18,Non-Travel,Sales,3,3,Marketing,3,Female,3,Sales Executive,4,Divorced,13400,4,No,20,2,2,2,14,1,4,20,16,4,3,No
20,Frequently,Research & Development,13,3,Marketing,2,Male,4,Human Resources,4,Married,4403,6,Yes,14,2,2,0,14,3,1,31,7,5,11,No
35,Rarely,Sales,27,1,Marketing,1,Female,1,Manager,3,Single,18760,8,No,18,1,3,2,35,0,1,28,7,13,3,No
29,Rarely,Research & Development,2,1,Marketing,1,Male,2,Manager,3,Divorced,2716,0,No,10,4,3,0,1,0,3,30,13,2,5,No
31,Frequently,Human Resources,23,3,Other,3,Female,3,Manager,3,Divorced,2825,5,Yes,17,3,4,1,14,4,3,18,3,13,8,No
22,Rarely,Research & Development,13,3,Other,2,Male,1,Sales Executive,3,Married,6015,0,No,16,1,3,0,36,3,4,16,13,8,8,No
57,Frequently,Sales,3,4,Marketing,3,Female,5,Sales Executive,1,Divorced,18184,3,No,20,4,1,2,1,5,2,6,0,11,19,Yes
36,Rarely,Research & Development,28,2,Technical Degree,3,Male,4,Laboratory Technician,1,Married,1256,2,Yes,21,3,2,0,31,5,3,33,8,4,7,No
57,Non-Travel,Research & Development,3,4,Medical,3,Male,5,Human Resources,4,Single,10364,6,Yes,23,1,4,1,4,0,2,15,13,2,2,Yes
31,Rarely,Human Resources,3,4,Medical,1,Male,3,Human Resources,4,Divorced,18388,5,Yes,13,3,4,0,31,2,1,8,11,7,10,No
25,Non-Travel,Sales,22,2,Other,3,Female,3,Laboratory Technician,2,Divorced,10840,7,Yes,24,4,2,0,31,5,4,12,2,2,9,No
45,Rarely,Sales,22,2,Other,2,Female,3,Research Scientist,3,Divorced,11965,1,Yes,22,4,2,0,21,5,3,13,2,13,14,Yes
42,Frequently,Sales,8,3,Technical Degree,3,Male,4,Manager,2,Divorced,6022,9,No,13,4,1,2,20,3,4,16,16,7,12,No
38,Frequently,Human Resources,22,4,Marketing,3,Male,5,Laboratory Technician,1,Divorced,12106,0,No,17,1,1,0,9,4,4,23,5,9,9,No
27,Rarely,Human Resources,24,4,Life Sciences,3,Female,5,Sales Executive,2,Single,16464,6,No,22,3,4,2,33,0,1,5,19,13,10,No
21,Non-Travel,Human Resources,9,1,Medical,2,Female,3,Laboratory Technician,4,Married,13997,8,Yes,24,1,1,2,31,2,3,2,16,2,10,No
43,Rarely,Sales,10,3,Other,3,Male,5,Research Scientist,1,Married,15106,0,Yes,21,3,4,1,29,5,2,6,18,3,9,Yes
29,Frequently,Research & Development,8,4,Technical Degree,2,Male,5,Sales Executive,1,Single,16634,9,Yes,16,3,3,2,18,4,2,12,2,5,11,No
39,Frequently,Research & Development,16,3,Other,4,Male,2,Human Resources,3,Single,12938,9,Yes,11,2,2,2,12,2,1,19,18,0,19,No
27,Non-Travel,Research & Development,17,2,Technical Degree,2,Male,1,Manager,1,Divorced,10628,9,Yes,20,1,3,0,20,0,3,2,18,3,15,No
43,Non-Travel,Sales,26,3,Other,3,Male,1,Human Resources,3,Divorced,7153,1,Yes,16,1,2,2,31,3,2,27,11,13,7,Yes
57,Non-Travel,Human Resources,10,3,Marketing,1,Female,1,Sales Executive,4,Married,18568,7,Yes,17,4,4,0,22,2,3,22,10,2,6,No
34,Frequently,Human Resources,8,3,Other,1,Male,1,Laboratory Technician,2,Married,2946,7,No,10,2,2,0,1,1,3,27,8,10,14,No
53,Rarely,Sales,22,2,Technical Degree,2,Male,3,Human Resources,2,Single,7209,1,No,19,2,1,1,6,3,2,7,8,1,14,No
33,Frequently,Human Resources,10,2,Other,2,Female,4,Laboratory Technician,3,Divorced,13288,4,Yes,20,3,4,0,1,1,3,24,0,0,6,No
54,Non-Travel,Human Resources,19,2,Medical,4,Female,3,Human Resources,4,Single,5830,8,No,23,2,1,0,12,5,1,8,19,0,4,No
19,Rarely,Sales,3,3,Technical Degree,4,Male,3,Manager,3,Married,6933,7,Yes,18,4,4,1,17,3,3,34,8,2,5,No
30,Frequently,Human Resources,6,4,Other,4,Female,5,Laboratory Technician,1,Married,7506,1,Yes,17,1,1,2,11,1,4,33,9,5,14,Yes
27,Non-Travel,Research & Development,16,3,Medical,2,Female,3,Sales Executive,4,Married,4675,8,No,20,3,3,1,18,3,1,13,7,2,3,No
45,Non-Travel,Research & Development,14,2,Technical Degree,3,Male,3,Sales Executive,2,Divorced,14073,8,No,10,4,1,1,9,1,4,17,12,7,7,No
52,Frequently,Sales,7,2,Other,3,Female,3,Sales Executive,4,Divorced,11069,0,No,12,1,2,1,4,5,2,24,17,4,12,Yes
29,Rarely,Human Resources,16,4,Medical,2,Male,2,Human Resources,4,Married,8366,6,Yes,15,3,3,2,33,2,2,19,10,3,18,No
20,Rarely,Sales,3,2,Technical Degree,3,Male,4,Manager,1,Married,8349,1,Yes,11,4,3,0,9,1,1,20,15,10,5,No
34,Rarely,Human Resources,1,2,Other,2,Female,5,Sales Executive,2,Divorced,17839,9,No,13,1,4,1,24,3,3,32,10,0,7,No
59,Non-Travel,Sales,11,1,Medical,1,Female,5,Sales Executive,4,Single,14645,9,Yes,14,4,1,0,17,4,1,14,5,9,12,No
54,Frequently,Sales,10,3,Marketing,1,Male,1,Laboratory Technician,1,Married,3804,3,Yes,14,1,2,2,5,2,4,30,7,13,5,No
45,Frequently,Research & Development,12,2,Technical Degree,2,Male,2,Research Scientist,2,Married,17087,8,Yes,22,3,2,0,20,5,4,10,6,9,7,No
23,Frequently,Research & Development,13,1,Medical,4,Female,4,Laboratory Technician,2,Married,13178,1,No,10,1,2,2,15,4,1,0,6,2,17,Yes
32,Non-Travel,Human Resources,18,3,Life Sciences,3,Male,5,Manager,4,Single,1722,3,Yes,15,1,4,1,2,2,2,1,10,4,13,No
18,Non-Travel,Research & Development,3,3,Other,2,Male,2,Sales Executive,3,Single,13674,8,Yes,12,4,1,0,25,5,4,12,16,11,19,Yes
57,Frequently,Human Resources,29,3,Marketing,3,Female,4,Manager,4,Divorced,18826,6,Yes,24,1,1,2,11,1,4,14,15,12,19,No
50,Rarely,Human Resources,25,3,Marketing,2,Female,2,Manager,4,Married,7243,9,No,22,3,3,1,10,4,2,32,0,12,13,No
52,Rarely,Sales,8,2,Other,1,Male,3,Human Resources,4,Divorced,1500,5,No,11,3,4,2,38,1,4,7,11,4,6,No
40,Rarely,Human Resources,3,3,Technical Degree,1,Female,5,Human Resources,4,Divorced,6176,4,Yes,15,3,4,1,22,0,3,19,17,1,9,Yes
33,Rarely,Research & Development,28,3,Medical,4,Female,1,Human Resources,2,Married,18540,0,No,18,3,3,1,30,2,1,12,6,9,16,Yes
38,Rarely,Sales,20,2,Technical Degree,1,Male,5,Research Scientist,1,Single,18371,0,No,11,1,3,0,39,5,1,24,9,8,17,No
42,Non-Travel,Human Resources,13,4,Life Sciences,1,Female,2,Manager,1,Divorced,5885,2,No,15,2,4,1,11,2,2,7,0,6,19,Yes
32,Frequently,Research & Development,17,3,Life Sciences,2,Female,5,Sales Executive,1,Single,18748,9,No,11,2,3,2,6,2,2,24,12,12,4,No
27,Frequently,Human Resources,5,1,Other,1,Female,5,Research Scientist,1,Divorced,10039,0,Yes,16,4,4,2,27,5,4,8,1,4,16,No
36,Non-Travel,Research & Development,3,3,Life Sciences,1,Male,1,Human Resources,1,Divorced,6906,7,Yes,10,3,3,1,23,0,1,17,5,6,5,No
51,Frequently,Human Resources,23,4,Technical Degree,2,Female,4,Research Scientist,3,Single,4819,8,No,23,4,4,0,34,3,3,6,8,4,9,No
30,Non-Travel,Human Resources,19,3,Technical Degree,1,Female,3,Laboratory Technician,3,Single,3596,3,Yes,17,4,1,0,17,3,2,11,12,8,9,No
27,Rarely,Sales,13,1,Medical,1,Male,4,Laboratory Technician,3,Married,4600,1,Yes,13,4,3,1,32,0,4,34,7,8,16,No
49,Rarely,Research & Development,8,1,Other,1,Male,3,Laboratory Technician,3,Married,16015,5,Yes,12,2,3,2,26,5,1,13,1,13,16,No
27,Non-Travel,Human Resources,8,3,Other,2,Female,4,Manager,2,Divorced,15924,1,Yes,19,3,3,0,30,3,1,2,17,8,13,No
18,Rarely,Research & Development,27,2,Technical Degree,3,Female,5,Manager,1,Divorced,16735,3,Yes,14,4,4,0,6,1,4,13,15,7,12,No
41,Rarely,Research & Development,13,2,Other,2,Male,5,Manager,3,Divorced,4755,3,Yes,12,3,2,0,22,0,2,18,1,1,19,No
30,Rarely,Research & Development,9,1,Life Sciences,2,Male,5,Sales Executive,2,Married,3234,3,No,22,3,4,1,2,1,3,3,11,4,11,Yes
39,Non-Travel,Research & Development,12,2,Marketing,3,Female,1,Laboratory Technician,1,Divorced,7467,4,Yes,21,1,3,2,15,1,3,25,1,12,15,No
25,Non-Travel,Sales,2,4,Other,3,Male,5,Human Resources,4,Divorced,2621,7,Yes,23,3,4,2,2,0,4,34,19,14,3,No
25,Rarely,Research & Development,11,1,Technical Degree,1,Female,5,Manager,4,Divorced,3841,9,Yes,22,2,3,0,36,2,4,12,9,8,2,No
45,Frequently,Research & Development,23,1,Marketing,3,Male,1,Research Scientist,2,Married,15504,3,No,12,3,2,1,20,1,2,0,4,0,13,No
19,Rarely,Research & Development,8,3,Other,3,Female,4,Sales Executive,2,Married,3553,4,Yes,22,1,3,0,15,0,4,7,16,0,3,No
27,Rarely,Research & Development,28,1,Marketing,3,Male,5,Research Scientist,3,Divorced,9770,6,No,17,1,4,0,28,3,3,15,12,12,8,No
51,Rarely,Research & Development,17,4,Marketing,2,Female,5,Laboratory Technician,1,Divorced,1675,6,No,11,4,4,2,13,2,2,0,15,6,17,No
31,Frequently,Sales,6,4,Life Sciences,3,Female,1,Human Resources,3,Single,11317,6,Yes,19,4,4,2,4,3,4,9,17,7,15,Yes
50,Non-Travel,Sales,20,1,Marketing,1,Male,4,Manager,1,Single,2025,5,No,10,1,2,0,12,1,4,11,17,8,12,No
19,Frequently,Sales,6,2,Medical,1,Female,5,Research Scientist,1,Divorced,3364,7,Yes,13,2,3,1,13,4,3,22,18,5,1,No
37,Non-Travel,Human Resources,8,1,Medical,2,Female,3,Research Scientist,2,Single,10602,9,Yes,11,3,3,2,2,0,4,30,7,6,13,No
43,Rarely,Research & Development,13,3,Marketing,2,Female,4,Sales Executive,1,Divorced,18137,5,No,17,3,4,1,9,5,4,20,7,0,14,No
19,Frequently,Research & Development,2,2,Technical Degree,2,Female,1,Human Resources,3,Single,18374,2,Yes,18,3,4,0,22,4,2,29,16,6,12,Yes
31,Frequently,Sales,28,4,Life Sciences,3,Male,1,Sales Executive,3,Divorced,18527,7,Yes,10,1,3,2,13,4,3,30,14,3,1,Yes
38,Rarely,Sales,23,4,Technical Degree,2,Female,1,Manager,2,Divorced,3216,0,No,21,4,2,0,0,3,1,20,2,14,3,No
47,Frequently,Sales,3,1,Technical Degree,1,Male,1,Research Scientist,4,Divorced,9102,3,No,19,1,2,0,4,4,1,13,14,6,14,No
42,Rarely,Sales,4,2,Technical Degree,4,Male,3,Research Scientist,4,Single,6049,3,Yes,17,3,4,1,2,4,1,14,0,6,3,No
59,Non-Travel,Sales,21,2,Technical Degree,3,Male,2,Research Scientist,3,Single,14708,1,No,12,4,3,0,27,0,4,17,7,9,4,No
35,Frequently,Human Resources,4,2,Technical Degree,4,Female,2,Laboratory Technician,4,Single,11215,2,Yes,10,2,2,1,12,1,4,31,8,11,18,No
50,Frequently,Human Resources,26,3,Marketing,3,Male,5,Sales Executive,1,Divorced,2242,3,No,16,2,4,0,30,3,4,22,12,9,18,No
26,Non-Travel,Human Resources,15,3,Marketing,4,Female,1,Manager,1,Married,19669,1,No,19,2,2,0,32,0,2,13,11,8,19,No
47,Non-Travel,Human Resources,14,3,Other,2,Female,3,Sales Executive,2,Divorced,9129,2,No,20,3,4,0,35,1,2,29,8,13,11,No
25,Frequently,Sales,4,2,Medical,2,Female,1,Manager,3,Married,12789,7,Yes,15,2,3,1,19,5,4,33,4,0,13,No
22,Non-Travel,Research & Development,3,2,Life Sciences,3,Male,1,Manager,2,Married,2505,7,No,24,2,4,1,15,3,1,9,19,7,10,No
21,Frequently,Sales,29,3,Technical Degree,1,Male,2,Laboratory Technician,1,Divorced,8494,9,No,17,3,4,2,18,0,2,5,14,12,12,No
19,Non-Travel,Research & Development,1,3,Marketing,3,Female,4,Manager,1,Divorced,4800,4,No,10,1,4,2,10,2,1,30,11,5,5,No
55,Frequently,Sales,10,4,Technical Degree,4,Male,5,Research Scientist,1,Divorced,11156,5,Yes,23,4,1,1,15,0,3,15,12,5,9,No
51,Frequently,Research & Development,17,2,Life Sciences,1,Female,5,Human Resources,1,Divorced,7499,5,No,13,2,2,2,21,0,3,5,8,0,7,No
37,Non-Travel,Research & Development,28,2,Technical Degree,3,Male,3,Manager,3,Married,2965,4,Yes,23,1,4,0,32,4,1,22,8,4,3,Yes
54,Frequently,Sales,17,1,Life Sciences,3,Male,2,Sales Executive,1,Married,2235,6,Yes,19,2,3,1,39,5,4,26,11,11,18,No
24,Non-Travel,Sales,24,3,Medical,3,Male,3,Sales Executive,1,Divorced,4358,6,Yes,16,4,1,2,7,1,1,9,15,13,9,No
31,Non-Travel,Sales,17,3,Technical Degree,3,Female,4,Human Resources,4,Single,16100,5,Yes,11,3,4,2,15,2,4,30,9,13,9,No
47,Non-Travel,Human Resources,26,2,Other,2,Male,2,Sales Executive,3,Divorced,12452,5,Yes,23,4,3,0,5,0,3,27,6,13,0,No
57,Rarely,Research & Development,26,2,Medical,1,Female,3,Research Scientist,1,Single,11707,3,Yes,23,2,4,2,39,0,1,3,2,5,4,No
56,Rarely,Sales,17,1,Technical Degree,3,Female,3,Sales Executive,4,Divorced,14180,6,Yes,19,3,2,1,12,1,3,18,9,9,19,No
48,Frequently,Research & Development,16,4,Other,4,Male,1,Research Scientist,3,Single,17519,6,No,23,1,4,0,13,2,2,22,19,13,4,No
19,Non-Travel,Sales,23,2,Other,1,Male,2,Sales Executive,3,Divorced,17668,0,No,19,4,2,0,35,2,1,25,18,12,10,No
29,Rarely,Human Resources,19,4,Other,4,Male,2,Research Scientist,1,Single,6620,4,No,10,4,2,1,16,1,1,0,11,8,2,No
29,Non-Travel,Human Resources,6,3,Life Sciences,1,Female,1,Research Scientist,4,Divorced,14201,8,Yes,17,1,2,0,37,4,4,29,9,6,19,No
53,Non-Travel,Human Resources,5,3,Technical Degree,1,Male,5,Research Scientist,1,Single,17448,6,Yes,14,4,3,1,10,4,2,1,14,14,13,No
42,Rarely,Sales,8,4,Medical,3,Male,4,Sales Executive,1,Single,15708,8,No,14,4,3,1,20,1,3,1,1,6,3,Yes
31,Non-Travel,Sales,12,4,Life Sciences,2,Female,5,Manager,4,Divorced,15585,4,No,14,3,4,2,39,2,3,9,9,7,2,No
43,Frequently,Human Resources,1,3,Marketing,3,Male,2,Manager,4,Single,10901,3,No,10,2,1,0,28,3,1,17,15,7,4,Yes
58,Rarely,Human Resources,25,4,Other,1,Male,2,Manager,2,Single,6280,4,Yes,24,3,3,1,8,1,1,18,16,12,17,Yes
36,Non-Travel,Sales,11,3,Technical Degree,2,Male,5,Human Resources,1,Divorced,16648,2,No,13,4,2,1,2,5,4,25,5,12,15,No
39,Rarely,Research & Development,12,1,Marketing,2,Female,3,Human Resources,2,Married,3656,5,Yes,16,2,1,2,37,0,4,27,0,2,16,No
38,Non-Travel,Human Resources,21,3,Life Sciences,2,Male,2,Human Resources,1,Divorced,2983,5,Yes,19,1,3,0,17,5,2,1,11,11,7,No
28,Rarely,Human Resources,29,4,Life Sciences,2,Female,5,Laboratory Technician,4,Divorced,5901,6,Yes,22,4,1,0,33,3,3,6,10,3,12,No
36,Rarely,Human Resources,17,4,Medical,2,Female,1,Research Scientist,1,Divorced,9098,2,Yes,15,2,1,0,19,3,3,3,18,0,11,No
23,Frequently,Sales,4,1,Medical,4,Female,2,Research Scientist,3,Divorced,11051,1,Yes,21,4,4,1,9,2,3,17,11,5,6,No
53,Non-Travel,Sales,3,2,Life Sciences,2,Female,1,Manager,3,Divorced,15633,5,No,23,3,2,1,4,5,1,27,11,1,11,No
34,Rarely,Sales,12,3,Other,1,Male,5,Sales Executive,1,Single,8322,9,Yes,10,2,2,2,20,4,2,14,5,14,1,No
47,Non-Travel,Human Resources,9,2,Other,3,Male,3,Laboratory Technician,4,Single,3271,9,Yes,12,4,4,0,34,4,3,13,19,2,18,No
57,Frequently,Research & Development,20,1,Marketing,1,Female,3,Sales Executive,2,Divorced,19007,3,Yes,23,4,3,0,2,0,4,32,10,11,12,No
48,Rarely,Sales,14,1,Technical Degree,4,Female,1,Human Resources,2,Divorced,7369,6,No,12,4,2,2,4,5,3,12,1,7,4,No
52,Non-Travel,Human Resources,20,3,Medical,2,Female,5,Laboratory Technician,4,Single,8862,1,No,15,2,2,0,35,1,2,31,17,14,7,No
39,Rarely,Human Resources,25,3,Technical Degree,3,Female,3,Manager,4,Single,12726,2,No,23,1,1,2,10,5,2,7,7,11,3,No
39,Frequently,Research & Development,8,2,Marketing,4,Male,3,Manager,2,Single,16964,8,No,19,1,4,1,20,3,3,14,5,13,6,No
52,Rarely,Sales,8,1,Marketing,2,Female,3,Laboratory Technician,3,Married,15767,2,No,20,2,4,1,34,0,4,20,2,9,9,No
26,Frequently,Human Resources,11,2,Other,3,Female,4,Human Resources,2,Married,9479,6,No,19,3,4,2,6,3,4,26,2,9,8,No
25,Rarely,Human Resources,26,1,Technical Degree,1,Male,2,Research Scientist,4,Divorced,18426,6,Yes,16,4,3,0,32,0,2,0,2,12,2,Yes
42,Frequently,Sales,10,3,Life Sciences,3,Male,4,Laboratory Technician,2,Single,12637,2,No,19,1,4,2,39,5,2,4,2,5,3,No
24,Rarely,Human Resources,7,3,Other,4,Male,5,Manager,1,Divorced,1551,3,No,23,4,4,1,35,1,3,9,19,6,2,Yes
30,Frequently,Human Resources,29,4,Life Sciences,1,Female,3,Human Resources,4,Divorced,10179,2,No,18,2,4,0,14,5,1,27,17,12,8,No
45,Frequently,Research & Development,3,4,Medical,2,Female,5,Manager,2,Married,17384,4,Yes,17,4,2,0,16,3,1,13,5,9,16,Yes
21,Non-Travel,Sales,24,3,Other,3,Female,4,Human Resources,4,Married,19224,8,No,10,1,4,1,29,0,3,15,5,14,6,Yes
43,Rarely,Research & Development,26,1,Technical Degree,4,Female,1,Laboratory Technician,1,Single,10580,0,No,19,3,4,2,19,4,3,28,14,14,18,No
27,Rarely,Research & Development,17,3,Marketing,4,Male,2,Manager,4,Married,16583,7,No,15,2,3,0,21,0,1,13,17,3,7,No
55,Non-Travel,Research & Development,14,2,Other,1,Female,3,Manager,3,Single,8772,2,No,16,2,4,0,26,3,3,17,14,5,4,No
54,Non-Travel,Sales,9,1,Life Sciences,4,Male,2,Laboratory Technician,4,Single,19001,6,No,14,3,2,0,3,1,2,32,15,14,16,No
50,Non-Travel,Human Resources,17,4,Life Sciences,1,Male,3,Laboratory Technician,2,Married,3487,0,Yes,16,2,1,2,0,4,1,28,17,1,0,No
22,Frequently,Research & Development,28,3,Marketing,3,Female,3,Laboratory Technician,3,Single,7834,7,Yes,16,3,3,2,38,1,3,7,14,0,18,No
23,Rarely,Sales,9,2,Technical Degree,2,Male,4,Laboratory Technician,2,Divorced,7105,4,No,17,1,1,1,24,1,2,22,14,11,5,Yes
56,Rarely,Research & Development,16,4,Marketing,4,Female,3,Sales Executive,3,Single,19047,1,No,13,3,3,0,15,2,1,3,14,1,16,Yes
25,Non-Travel,Sales,21,1,Medical,1,Female,2,Manager,1,Married,8532,7,No,18,3,2,0,28,1,2,9,17,7,4,No
18,Frequently,Research & Development,29,2,Other,1,Male,3,Human Resources,3,Single,9083,8,Yes,15,4,1,2,1,4,4,11,18,2,15,No
39,Frequently,Human Resources,18,3,Other,4,Female,4,Manager,1,Divorced,16149,0,No,24,4,3,1,33,2,1,26,4,4,3,Yes
32,Rarely,Human Resources,15,3,Other,3,Female,3,Laboratory Technician,2,Single,5281,1,Yes,11,2,3,0,3,5,1,3,12,7,3,No
28,Frequently,Human Resources,24,1,Life Sciences,2,Female,5,Research Scientist,3,Divorced,5389,5,No,18,4,2,1,26,0,4,32,6,3,12,No
38,Frequently,Human Resources,27,3,Medical,4,Male,4,Sales Executive,1,Married,5555,6,No,23,3,2,1,18,1,3,22,2,11,3,No
59,Non-Travel,Research & Development,15,3,Life Sciences,2,Female,2,Sales Executive,4,Married,1848,8,Yes,10,3,3,0,13,3,4,20,3,10,17,Yes
